カテゴリ,管理番号,施設名,郵便番号,所在地,開設者名,管理者名,電話番号,開設年月日,有効開始日,有効終了日,出典ファイル
店舗販売業,30967-350,ツルハドラッグ湖南岩根店,520-3252,湖南市岩根４５８０　イオンタウン湖南　１階,株式会社ツルハ,,0748-69-7268,,2024-02-01,2029-12-31,5612274.xlsx
店舗販売業,30971-350,ゲンキー甲南野田店,520-3308,甲賀市甲南町野田７９１－１,ゲンキー株式会社,,0748-76-4470,,2024-04-01,2029-12-31,5612274.xlsx
店舗販売業,31000-350,ドラッグユタカ甲西中央店,520-3234,湖南市中央一丁目４０－１,株式会社ユタカファーマシー,,0749-69-6850,,2025-03-26,2030-12-31,5612274.xlsx
店舗販売業,31006-350,ゲンキー信楽店,529-1851,甲賀市信楽町長野６７２,ゲンキー株式会社,,0748-69-5980,,2025-05-26,2030-12-31,5612274.xlsx
店舗販売業,31019-350,自然と漢方　サンポウ,520-3322,甲賀市甲南町深川２５３１－２,株式会社志貫堂,,0748-76-1077,,2025-10-27,2030-12-31,5612274.xlsx
店舗販売業,40004-350,太陽堂　本店,527-0029,東近江市八日市町１３－１５,株式会社太陽堂薬局,,0748-22-0308,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,40037-350,ドラッグユタカ　五個荘店,529-1413,東近江市五個荘簗瀬町４－３,株式会社ユタカファーマシー,,0748-48-5888,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,40282-350,島田薬品,520-2531,蒲生郡竜王町山之上４５８２－１,島田　幸子,,0748-57-0072,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,40283-350,中村薬品,523-0005,近江八幡市末広町６７１,中村　知史,,0748-37-6049,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,40525-350,福地製薬株式会社　日野工場,529-1606,蒲生郡日野町寺尻８２４,福地製薬株式会社,,0748-52-2323,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,40532-350,ドラッグユタカ　八日市店,527-0013,東近江市東中野町３１４,株式会社ユタカファーマシー,,0748-22-2501,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,40599-350,片岡薬店,523-0005,近江八幡市末広町７３４,片岡　信博,,0748-37-6030,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,40627-350,ドラッグユタカ　八日市御園店,527-0057,東近江市岡田町１１８,株式会社ユタカファーマシー,,0748-24-2312,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,40685-350,ドラッグユタカ　能登川店,521-1224,東近江市林町２３６,株式会社ユタカファーマシー,,0748-42-9991,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,40700-350,ＣｏＣｏドラ　フレンドマート能登川店,521-1221,東近江市垣見町１５１５　フレンドマート能登川店内,株式会社平和堂,,0748-42-3695,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,40724-350,ケンユードラッグ,527-0016,東近江市今崎町１６３　ＭＥＧＡドン・キホーテＵＮＹ東近江店内,立岡　勇雄,,0748-20-1855,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,40734-350,クスリキリン堂　東浜店,527-0021,東近江市八日市東浜町２－２４,株式会社キリン堂,,0748-24-9211,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,41008-350,ドラッグユタカ　日野店,529-1601,蒲生郡日野町松尾９４８－１０,株式会社ユタカファーマシー,,0748-52-5777,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,41057-350,株式会社　近江兄弟社,523-8515,近江八幡市魚屋町元２９,株式会社　近江兄弟社,,0748-32-3131,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,41070-350,平和堂薬品　アル・プラザ近江八幡,523-0893,近江八幡市桜宮町２０２－１　アルプラザ近江八幡１階内,株式会社平和堂,,0748-31-2880,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,41181-350,鳥居薬品,523-0013,近江八幡市長光寺町２１,鳥居　恵美子,,0748-37-0644,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,41184-350,株式会社日吉,523-0821,近江八幡市多賀町３７２－２,株式会社日吉,,0748-32-5111,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,41202-350,ドラッグユタカ安土店,521-1311,近江八幡市安土町下豊浦４７０５－１,株式会社ユタカファーマシー,,0748-46-5033,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,41206-350,有限会社八幡健康プラザ,523-0061,近江八幡市江頭町４６２－１,有限会社八幡健康プラザ,,0748-33-5516,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,41230-350,ドラッグユタカ近江八幡店,523-0893,近江八幡市桜宮町２００－９,株式会社ユタカファーマシー,,0748-34-7571,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,41237-350,ドラッグユタカ竜王店,520-2552,蒲生郡竜王町小口１６６４－１,株式会社ユタカファーマシー,,0748-58-5330,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,41276-350,日野薬品工業株式会社,529-1642,蒲生郡日野町上野田１１９,日野薬品工業株式会社,,0748-52-1231,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,41315-350,蒲生ドラッグ,529-1537,東近江市市子殿町１３８６,株式会社レークケア,,0748-55-4050,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,41320-350,堀井百薬堂,523-0057,近江八幡市田中江町２３８,堀井　信太朗,,0748-36-8310,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,41325-350,ソムリエの薬剤師がやってるお店です。,523-0061,近江八幡市江頭町４４８－３,株式会社日本飲兵衛薬剤師機構,,0748-33-8602,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,41330-350,スギドラッグ　八日市店,527-0025,東近江市八日市東本町６－４８,株式会社スギ薬局,,0748-43-2244,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,41335-350,クスリのアオキ東近江幸町店,527-0031,東近江市幸町１－８,株式会社クスリのアオキ,,0748-20-2211,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,41339-350,平和堂薬品　フレンドマート日野店,529-1601,蒲生郡日野町松尾８４４－１０,株式会社平和堂,,0748-52-9400,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,41349-350,ウエルシア東近江八日市店,527-0015,東近江市中野町２６９,ウエルシア薬局株式会社,,0748-20-3177,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,41350-350,クスリのアオキ東沖野店,527-0033,東近江市東沖野五丁目１７－１,株式会社クスリのアオキ,,0748-36-1781,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,41369-350,有限会社くすりのエンゼル,527-0042,東近江市外町５６１－２,有限会社くすりのエンゼル,,0748-36-2074,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,41405-350,ローソン　日野河原店,529-1602,蒲生郡日野町河原一丁目１７,株式会社酢屋忠本店,,0748-53-3003,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,41414-350,ドラッグユタカ近江八幡十王店,523-0063,近江八幡市十王町８６－４,株式会社ユタカファーマシー,,0748-31-3400,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,41416-350,マツモトキヨシＯＵＴＬＥＴ　三井アウトレットパーク滋賀竜王店,520-2551,蒲生郡竜王町薬師１１７８－６９４,株式会社マツモトキヨシ,,0748-58-5087,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,41433-350,平和堂薬品　アル・プラザ八日市,527-0011,東近江市八日市浜野町３－１　アル・プラザ八日市１階,株式会社平和堂,,0748-24-1222,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,41435-350,ウエルシア　近江八幡若宮店,523-0037,近江八幡市東町１８７－１,ウエルシア薬局株式会社,,0748-38-5025,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,41442-350,山田薬舗,529-1601,蒲生郡日野町松尾１５１６,山田　敏之,,0748-52-0080,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,41448-350,ドラッグコスモス蒲生日野店,529-1641,蒲生郡日野町日田６５,株式会社コスモス薬品,,0748-52-9710,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,41453-350,和音漢方堂,523-0893,近江八幡市桜宮町２０６－２０　ヤマセビル１－Ａ,堤　里香,,0748-33-8188,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,41464-350,ウエルシア　東近江沖野店,527-0034,東近江市沖野四丁目１－７,ウエルシア薬局株式会社,,0748-20-2650,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,41473-350,ドラッグコスモス中野店,527-0015,東近江市中野町６０３－１,株式会社コスモス薬品,,0748-20-1666,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,41474-350,クスリのアオキ日野店,529-1601,蒲生郡日野町松尾一丁目１８,株式会社クスリのアオキ,,0748-52-8820,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,41477-350,スギドラッグ　近江八幡北店,523-0828,近江八幡市宮内町１８７,株式会社スギ薬局,,0748-29-3992,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,41479-350,クスリのアオキ清水店,527-0018,東近江市八日市清水三丁目２－２７,株式会社クスリのアオキ,,0748-29-3317,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,41482-350,ドラッグユタカ近江八幡武佐店,523-0012,近江八幡市武佐町４９４－４,株式会社ユタカファーマシー,,0748-38-8082,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,41483-350,ウエルシア近江八幡多賀町店,523-0821,近江八幡市多賀町４６０,ウエルシア薬局株式会社,,0748-31-2750,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,41496-350,クスリのアオキ出町店,523-0892,近江八幡市出町１８０,株式会社クスリのアオキ,,0748-36-2917,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,41505-350,スギドラッグ能登川店,521-1221,東近江市垣見町９７１,株式会社スギ薬局,,,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,41538-350,西友八日市店　薬売場,527-0023,東近江市八日市緑町９－３０,株式会社西友,,0748-23-3133,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,41552-350,ウエルシア近江八幡鷹飼店,523-0891,近江八幡市鷹飼町４５５－１,ウエルシア薬局株式会社,,0748-31-4319,,2021-03-11,2026-12-31,5612274.xlsx
店舗販売業,41557-350,クスリのアオキ五個荘店,529-1415,東近江市五個荘五位田町１１番地,株式会社クスリのアオキ,,0748-43-1093,,2021-05-06,2026-12-31,5612274.xlsx
店舗販売業,41566-350,スギドラッグ　近江八幡南店,523-0891,近江八幡市鷹飼町南三丁目１番地１１,株式会社スギ薬局,,0748-38-8410,,2021-09-24,2026-12-31,5612274.xlsx
店舗販売業,41572-350,クスリのアオキ安土店,521-1311,近江八幡市安土町下豊浦８７１３－１,株式会社クスリのアオキ,,0748-36-3512,,2022-01-04,2027-12-31,5612274.xlsx
店舗販売業,41573-350,養生庵　sakai,527-0004,東近江市建部堺町２０８,込山　利志栄,,0748-26-5551,,2022-01-20,2027-12-31,5612274.xlsx
店舗販売業,41590-350,ゲンキー八日市御園店,527-0052,東近江市寺町５８８－２,ゲンキー株式会社,,0748-36-2980,,2022-05-24,2028-05-23,5612274.xlsx
店舗販売業,41593-350,クスリのアオキ湖東店,527-0113,東近江市池庄町２１３１,株式会社クスリのアオキ,,0749-45-0700,,2022-06-22,2027-12-31,5612274.xlsx
店舗販売業,41594-350,ゲンキーひばり通り店,527-0034,東近江市沖野二丁目字沖野１１７,ゲンキー株式会社,,0748-43-1190,,2022-07-05,2027-12-31,5612274.xlsx
店舗販売業,41604-350,ゲンキー五個荘店,529-1444,東近江市五個荘石塚町１９０－４,ゲンキー株式会社,,0748-43-1830,,2022-09-19,2028-09-18,5612274.xlsx
店舗販売業,41627-350,クスリキリン堂　近江八幡西庄店,523-0816,近江八幡市西庄町２７８１,株式会社キリン堂,,0748-31-0555,,2022-12-16,2027-12-31,5612274.xlsx
店舗販売業,41649-350,ゲンキー山之上店,520-2531,蒲生郡竜王町山之上５１８９,ゲンキー株式会社,,0748-36-2450,,2023-10-16,2029-10-15,5612274.xlsx
店舗販売業,41651-350,ウエルシア　東近江市子殿店,529-1537,東近江市市子殿町２４０－２,ウエルシア薬局株式会社,,,,2023-10-23,2028-12-31,5612274.xlsx
店舗販売業,41653-350,スギドラッグ　近江八幡西店,523-0031,近江八幡市堀上町１２７－１,株式会社スギ薬局,,0748-31-3685,,2023-11-02,2028-12-31,5612274.xlsx
店舗販売業,41659-350,スギドラッグ　八日市南店,527-0013,東近江市東中野町４－２３,株式会社スギ薬局,,,,2023-12-01,2028-12-31,5612274.xlsx
店舗販売業,41663-350,ゲンキー湖東長店,527-0122,東近江市長町１４１－４,ゲンキー株式会社,,0749-45-0032,,2024-02-19,2030-02-18,5612274.xlsx
店舗販売業,41694-350,クスリのアオキ近江八幡白鳥店,523-0032,近江八幡市白鳥町９７－１,株式会社クスリのアオキ,,0748-29-3600,,2025-01-15,2030-12-31,5612274.xlsx
店舗販売業,41699-350,ウエルシア東近江佐野町店,521-1222,東近江市佐野町６６５－１,ウエルシア薬局株式会社,,0748-34-2106,,2025-03-24,2030-12-31,5612274.xlsx
店舗販売業,41700-350,ゲンキー八日市清水店,527-0018,東近江市八日市清水二丁目１２－３１,ゲンキー株式会社,,0748-34-1960,,2025-04-07,2031-04-06,5612274.xlsx
店舗販売業,41703-350,スギドラッグ　近江八幡店,523-0894,近江八幡市中村町４９－１３,株式会社スギ薬局,,0748-31-1151,,2025-05-01,2030-12-31,5612274.xlsx
店舗販売業,41704-350,ゲンキー鷹飼店,523-0896,近江八幡市鷹飼町北三丁目２－９,ゲンキー株式会社,,0748-34-0410,,2025-05-05,2031-05-04,5612274.xlsx
店舗販売業,41705-350,ゲンキー猪子店,521-1223,東近江市猪子町４３７－３,ゲンキー株式会社,,0748-34-0620,,2025-05-12,2031-05-11,5612274.xlsx
店舗販売業,41717-350,スーパーセンタートライアル近江八幡店,523-0083,近江八幡市小船木町８３１－１,株式会社トライアルストアーズ,,050-3852-0066,,2025-08-07,2030-12-31,5612274.xlsx
店舗販売業,41730-350,ドラッグユタカ能登川佐野店,521-1222,東近江市佐野町１９８－１,株式会社ユタカファーマシー,,0748-29-3122,,2025-12-05,2030-12-31,5612274.xlsx
店舗販売業,41738-350,ゲンキー江頭店,523-0061,近江八幡市江頭町４３８－２,ゲンキー株式会社,,,,2026-03-02,2032-03-01,5612274.xlsx
店舗販売業,41740-350,ゲンキー内池店,529-1644,蒲生郡日野町内池９３１,ゲンキー株式会社,,0748-34-4110,,2026-03-30,2032-03-29,5612274.xlsx
店舗販売業,60362-350,ドラッグユタカ　彦根高宮店,522-0201,彦根市高宮町１５５８,株式会社ユタカファーマシー,,0749-26-6966,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,60534-350,ドラッグユタカ　彦根店,522-0069,彦根市馬場一丁目７－２,株式会社ユタカファーマシー,,0749-26-8819,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,60721-350,カインズ彦根店,522-0069,彦根市馬場二丁目１－１,株式会社カインズ,,0749-26-1000,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,60835-350,ドラッグユタカ　彦根地蔵店,522-0029,彦根市地蔵町１８０－３,株式会社ユタカファーマシー,,0749-27-1511,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,60887-350,ドラッグユタカ　甲良店,522-0244,犬上郡甲良町在士８０９,株式会社ユタカファーマシー,,0749-38-5050,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,60899-350,クスリキリン堂　南彦根店,522-0054,彦根市西今町４３５－１,株式会社キリン堂,,0749-21-3088,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,60907-350,ドラッグユタカ　彦根南店,522-0055,彦根市野瀬町１５４－１,株式会社ユタカファーマシー,,0749-27-5150,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,60916-350,Ｂｅａｕｔｙ　Ｒｏａｄ　アル・プラザ彦根,522-0074,彦根市大東町２－２８　アルプラザ彦根１Ｆ内,株式会社平和堂,,0749-24-4111,,2022-01-01,2027-12-31,5612274.xlsx
