カテゴリ,施設名,郵便番号,所在地,住所,番地,電話番号,営業者氏名,確認・許可年月日,種別,旧種別,登録期限,保健所,出典ファイル
公衆浴場,ドラゴンスポーツセンター,520-2541,蒲生郡竜王町岡屋,蒲生郡竜王町岡屋３２８２,３２８２,0748-58-3173,公益財団法人竜王町地域振興 事業団,H12/07/12,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,永源寺温泉 「八風の湯」,527-0212,東近江市永源寺高野町,東近江市永源寺高野町３５２,３５２,0748-27-1126,株式会社アヤハレ－クサイド ホテル,H20/07/23,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,延命湯,527-0012,東近江市八日市本町,東近江市八日市本町１１－９,１１－９,22-1002,西村和英,H10/03/25,私営・一般,,,東近江,5627926.pdf
公衆浴場,蒲生ゴルフ倶楽部,529-1658,蒲生郡日野町中山,蒲生郡日野町中山７２４－１,７２４－１,0748-52-4640,エヌデイーシー株式会社,S59/12/25,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,岩盤浴 ストーンリラックスＣｉｔａ－Ｃｉｔａ,527-0091,東近江市小脇町,東近江市小脇町２４１６－１６,２４１６－１６,0748-23-8718,株式会社ユニックス,H18/10/16,私営・その他,,,東近江,5627926.pdf
公衆浴場,休暇村 近江八幡 東館,523-0801,近江八幡市沖島町,近江八幡市沖島町宮ヶ浜,宮ヶ浜,0748-32-3138,一般財団法人休暇村協会,H15/03/19,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,近江ヒルズゴルフ倶楽部,529-1631,蒲生郡日野町鎌掛,蒲生郡日野町鎌掛１－３１４,１－３１４,0748-53-1177,ＰＧＭプロパティーズ株式会 社,H19/04/01,私営・その他,,,東近江,5627926.pdf
公衆浴場,朝日野カントリー倶楽部,529-1534,東近江市鈴町,東近江市鈴町１１２０,１１２０,0748-55-2111,株式会社アヤハゴルフリンク ス,S60/05/16,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,天然温泉 蒲生野の湯,520-2531,蒲生郡竜王町山之上,蒲生郡竜王町山之上７１０４－１,７１０４－１,,竜王蒲生野株式会社,H19/02/28,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,日野ゴルフ倶楽部,529-1611,蒲生郡日野町杣,蒲生郡日野町杣１１４６－１,１１４６－１,52-2115,観光日本株式会社,H05/08/12,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,近江八幡市立八幡町第１共同浴場,523-0857,近江八幡市八幡町,近江八幡市八幡町２１３,２１３,0748-32-8148,近江八幡市,S47/05/10,公営・一般,,,東近江,5627926.pdf
公衆浴場,夢の愈し 近江八幡店,523-0894,近江八幡市中村町,近江八幡市中村町２０－１５ キャッスルビル３ 階,２０－１５ キャッスルビル３ 階,0748-32-1131,竹中 久徳,H19/01/12,私営・その他,,,東近江,5627926.pdf
公衆浴場,名神八日市カントリークラブ,529-1501,東近江市石塔町,東近江市石塔町９８３－１５０,９８３－１５０,0748-55-1122,株式会社名神八日市カント リークラブ,H12/12/28,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,竜王ゴルフコース,520-2542,蒲生郡竜王町山中,蒲生郡竜王町山中１３９１,１３９１,0748-58-2111,竜王ゴルフ合同会社,H13/07/04,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,デトックスハウス 美の癒し Ｏ２ 近江八幡店,523-0015,近江八幡市上田町,近江八幡市上田町１３４９－１,１３４９－１,0748-37-2321,丸茂 真弓,H22/03/05,私営・その他,,,東近江,5627926.pdf
公衆浴場,コパン近江八幡,523-0891,近江八幡市鷹飼町,近江八幡市鷹飼町３０２,３０２,0748-37-1771,株式会社コパン,H23/01/31,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,炭酸カルシウム温泉 八幡の湯,523-0894,近江八幡市中村町,近江八幡市中村町２１－６,２１－６,0748-32-8180,株式会社グリーンホテル,H25/07/01,私営・その他,,,東近江,5627926.pdf
公衆浴場,Ｃｈａｒｍ 八日市店,527-0046,東近江市妙法寺町,東近江市妙法寺町６９４－６ ２Ｆ,６９４－６ ２Ｆ,0748-26-6655,Ｃｈａｒｍ Ｊａｐａｎ株式 会社,H26/03/28,私営・その他,,,東近江,5627926.pdf
公衆浴場,長命寺温泉 天葉の湯,523-0808,近江八幡市長命寺町,近江八幡市長命寺町６５－１,６５－１,,株式会社心瑛,R02/04/07,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,ＷＯＭＡＮ 酵素浴 美容鍼,523-0893,近江八幡市桜宮町,近江八幡市桜宮町２０７－４,２０７－４,0748-47-3814,株式会社おうみ社中,R02/10/16,私営・その他,,,東近江,5627926.pdf
公衆浴場,湖東やすらぎ浴 至福の湯,527-0102,東近江市平柳町,東近江市平柳町２２－３,２２－３,0749-45-3880,センコーグループホールディ ングス株式会社,R04/07/13,私営・ヘルス,,,東近江,5627926.pdf
公衆浴場,ＢＩＷＡＫО ＳＡＵＮＡ,529-1628,蒲生郡日野町西大路,蒲生郡日野町西大路２１６８,２１６８,,河合 甲司,R07/02/17,私営・サウナ,,,東近江,5627926.pdf
公衆浴場,３６９ サウナ,523-0803,近江八幡市白王町,近江八幡市白王町６１６－２,６１６－２,0748-29-3053,株式会社クーネル,R07/12/24,私営・サウナ,,,東近江,5627926.pdf
公衆浴場,アットタイム 彦根店,522-0027,彦根市東沼波町,彦根市東沼波町１１１－１ １Ｆ,１１１－１ １Ｆ,21-4100,株式会社サンミュージック,H19/04/25,私営・その他,,,彦根,5627926.pdf
公衆浴場,エルスポーツ彦根,522-0052,彦根市長曽根南町,彦根市長曽根南町４７８,４７８,0749-24-8055,株式会社アクトス,H19/10/01,私営・その他,,,彦根,5627926.pdf
公衆浴場,ボディケアー ネネ,522-0074,彦根市大東町,彦根市大東町２－２８ アルプラザ彦根店３ Ｆ,２－２８ アルプラザ彦根店３ Ｆ,27-6659,木野 英太郎,H20/07/08,私営・その他,,,彦根,5627926.pdf
公衆浴場,極楽湯 彦根店,522-0038,彦根市西沼波町,彦根市西沼波町１７５－１,１７５－１,0749-26-2926,株式会社極楽湯,H13/04/20,私営・ヘルス,,,彦根,5627926.pdf
公衆浴場,香良の湯,522-0244,犬上郡甲良町在士,犬上郡甲良町在士３５７－１,３５７－１,0749-38-5151,甲良町,H10/12/21,公営・ヘルス,,,彦根,5627926.pdf
公衆浴場,彦根カントリー倶楽部,522-0004,彦根市鳥居本町,彦根市鳥居本町字つと入２９４７－４,字つと入２９４７－４,0749-24-4151,平和観光開発株式会社,S60/11/19,私営・ヘルス,,,彦根,5627926.pdf
公衆浴場,彦坊ヘルシーセンター,522-0023,彦根市原町,彦根市原町８００－７９他,８００－７９他,24-2601,彦坊観光株式会社,S63/01/18,私営・ヘルス,,,彦根,5627926.pdf
公衆浴場,癒ら樹,522-0086,彦根市後三条町,彦根市後三条町６１１ 高畑ビル１Ｆ,６１１ 高畑ビル１Ｆ,23-4800,有限会社アクセスワールド,H18/05/30,私営・その他,,,彦根,5627926.pdf
公衆浴場,天空風呂,529-1331,愛知郡愛荘町愛知川,愛知郡愛荘町愛知川８８２,８８２,42-2427,有限会社近江屋,H21/12/09,私営・その他,,,彦根,5627926.pdf
公衆浴場,レストイン多賀,522-0342,犬上郡多賀町敏満寺,犬上郡多賀町敏満寺６６－３６,６６－３６,0749-48-1233,株式会社グリーンズ,H22/11/02,私営・その他,,,彦根,5627926.pdf
公衆浴場,城見の湯,522-0075,彦根市佐和町,彦根市佐和町１－８,１－８,0749-21-3073,株式会社一圓興産,H26/03/18,私営・ヘルス,,,彦根,5627926.pdf
公衆浴場,＊彦根びわこホテル,522-0041,彦根市平田町,彦根市平田町６３,６３,0749-24-8000,彦根びわこホテル株式会社,H28/09/30,私営・ヘルス,,,彦根,5627926.pdf
公衆浴場,亀の井ホテル 彦根,522-0002,彦根市松原町,彦根市松原町３７５９,３７５９,0749-22-8090,アイコニア・ホスピタリティ 株式会社,R04/04/05,私営・ヘルス,,,彦根,5627926.pdf
公衆浴場,鍼灸サロン ｌｉｌｙ'ｓ ｙｏｕ －リリーズユウ－,522-0064,彦根市本町二丁目,彦根市本町二丁目２－２３,２－２３,0749-33-0236,田邊 祥子,R05/11/16,私営・その他,,,彦根,5627926.pdf
公衆浴場,彦根ＴＳ がてんの湯,522-0004,彦根市鳥居本町,彦根市鳥居本町２３３７－１,２３３７－１,0749-26-0156,株式会社フューチャーライフ,R05/11/30,私営・ヘルス,,,彦根,5627926.pdf
公衆浴場,ＨＯＬＩＴＯ,522-0064,彦根市本町一丁目,彦根市本町一丁目１１－１９ ３Ｆ,１１－１９ ３Ｆ,,石井 つばき,R06/05/14,私営・その他,,,彦根,5627926.pdf
公衆浴場,フィットイージー 彦根店,522-0002,彦根市松原町,彦根市松原町１８３６,１８３６,,プラネット株式会社,R06/06/11,私営・サウナ,,,彦根,5627926.pdf
公衆浴場,ハイパーフィット２４ 彦根店,522-0042,彦根市戸賀町,彦根市戸賀町５７－１,５７－１,0749-47-3711,株式会社サンミュージック,R06/07/24,私営・サウナ,,,彦根,5627926.pdf
公衆浴場,ハイパーフィット２４ アネックス彦根店,522-0042,彦根市戸賀町,彦根市戸賀町１３７－１,１３７－１,0749-47-3711,株式会社サンミュージック,R06/07/24,私営・サウナ,,,彦根,5627926.pdf
公衆浴場,ＤＯＧＡ ＳＡＵＮＡ,522-0335,犬上郡多賀町藤瀬,犬上郡多賀町藤瀬４２４,４２４,0749-48-7575,株式会社ひらつか建築,R06/06/11,私営・サウナ,,,彦根,5627926.pdf
公衆浴場,Ａ２,522-0002,彦根市松原町,彦根市松原町１８７５－３,１８７５－３,,株式会社Ａ２,R07/03/31,私営・サウナ,,,彦根,5627926.pdf
公衆浴場,グリーンパーク山東 鴨池荘 美肌の湯,521-0221,米原市池下,米原市池下８０番地１,８０番地１,0749-55-3751,奥伊吹観光株式会社,H18/03/31,私営・その他,,,長浜,5627926.pdf
公衆浴場,サウナ春,526-0805,長浜市榎木町,長浜市榎木町３０,３０,,安藤 喜代子,S48/04/01,私営・サウナ,,,長浜,5627926.pdf
公衆浴場,ストーンスパ 美の癒し,521-0074,米原市高溝,米原市高溝２１０,２１０,0749-52-8818,株式会社醍醐,H17/12/20,私営・その他,,,長浜,5627926.pdf
公衆浴場,伊吹高原の湯,521-0312,米原市上野,米原市上野１８５５（伊吹山３合目）,１８５５（伊吹山３合目）,0749-58-0303,ピステジャポン株式会社,H17/12/21,私営・その他,,,長浜,5627926.pdf
公衆浴場,伊吹薬草の里文化センター縄文の湯,521-0314,米原市春照,米原市春照３７,３７,0749-58-0105,公益財団法人 伊吹山麓ス ポーツ文化振興事業団,H19/04/01,私営・ヘルス,,,長浜,5627926.pdf
公衆浴場,懐古之湯（想古亭げんない）,529-0431,長浜市木之本町大音,長浜市木之本町大音１５２８,１５２８,0749-82-4127,林 景介,H18/06/21,私営・その他,,,長浜,5627926.pdf
公衆浴場,岩盤浴ルナハウス,529-0233,長浜市高月町渡岸寺,長浜市高月町渡岸寺１２５,１２５,0749-85-3455,ルナハウス株式会社,H19/01/24,私営・その他,,,長浜,5627926.pdf
公衆浴場,健康パークあざい バーデあざい（１階）,526-0203,長浜市野瀬町,長浜市野瀬町８２８,８２８,0749-76-1126,長浜市,H16/03/29,公営・その他,,,長浜,5627926.pdf
公衆浴場,健康パークあざい バーデあざい（２階）,526-0203,長浜市野瀬町,長浜市野瀬町８２８,８２８,0749-76-1126,長浜市,H16/03/29,公営・その他,,,長浜,5627926.pdf
公衆浴場,姉川コミュニティー防災センター,526-0803,長浜市西上坂町,長浜市西上坂町１１４９－３,１１４９－３,0749-64-5281,長浜市,H14/12/17,公営・その他,,,長浜,5627926.pdf
公衆浴場,姉川パーク 家族風呂,521-0307,米原市大久保,米原市大久保７８９,７８９,,白井 勇,H14/04/08,私営・その他,,,長浜,5627926.pdf
公衆浴場,須賀谷温泉,526-0277,長浜市須賀谷町,長浜市須賀谷町５６,５６,0749-74-2235,有限会社須賀谷温泉,H16/10/22,私営・その他,,,長浜,5627926.pdf
公衆浴場,清泉閣,529-0425,長浜市木之本町木之本,長浜市木之本町木之本１３２５,１３２５,0749-82-2233,横井 伸敏,H19/03/27,私営・その他,,,長浜,5627926.pdf
公衆浴場,浅井林業健康増進センター,526-0273,長浜市高畑町,長浜市高畑町３１６－１,３１６－１,0749-74-1450,長浜市,H14/02/06,公営・その他,,,長浜,5627926.pdf
公衆浴場,長浜太閤温泉 Ｇｒａｎｄ Ｍｅｒｕｃｕｒｅ Ｌ ａｋｅ Ｂｉｗａ Ｒｅｓｏｒｔ＆Ｓｐａ,526-0066,長浜市大島町,長浜市大島町３８,３８,0749-64-2000,シガ・ナガハマ２株式会社,H13/06/29,私営・その他,,,長浜,5627926.pdf
公衆浴場,尾上温泉,529-0364,長浜市湖北町尾上,長浜市湖北町尾上３１２ 旅館紅鮎内,３１２ 旅館紅鮎内,0749-79-0315,株式会社紅鮎,H18/12/08,私営・その他,,,長浜,5627926.pdf
公衆浴場,琵琶湖湯,526-0052,長浜市神前町,長浜市神前町５－１８,５－１８,0749-62-3674,桐田 千重子,H09/10/22,私営・一般,,,長浜,5627926.pdf
公衆浴場,北近江の湯,529-0205,長浜市高月町唐川,長浜市高月町唐川８９,８９,0749-85-8888,新木産業株式会社,H10/11/18,私営・ヘルス,,,長浜,5627926.pdf
公衆浴場,長浜市木之本文化センター浴室,529-0422,長浜市木之本町田部,長浜市木之本町田部５４２,５４２,0749-82-3497,長浜市,H18/05/25,公営・その他,,,長浜,5627926.pdf
公衆浴場,余呉の郷 せせらぎ荘,529-0531,長浜市余呉町中河内,長浜市余呉町中河内２７０－１,２７０－１,0749-86-3677,株式会社マルア興産,H14/03/27,私営・その他,,,長浜,5627926.pdf
公衆浴場,こりとり工房 和や ２号店,526-0063,長浜市末広町,長浜市末広町２４０－６ ワイエフビル１Ｆ,２４０－６ ワイエフビル１Ｆ,0749-63-7655,平田 達彦,H21/03/16,私営・その他,,,長浜,5627926.pdf
公衆浴場,森林文化交流センター,529-0515,長浜市余呉町中之郷,長浜市余呉町中之郷２９５,２９５,0749-86-4145,株式会社ロハス長浜,H21/11/19,私営・その他,,,長浜,5627926.pdf
公衆浴場,健康保養地 あねがわ温泉,526-0252,長浜市八島町,長浜市八島町１２５－１,１２５－１,0749-74-4488,エムエーユー株式会社,H22/06/14,私営・ヘルス,,,長浜,5627926.pdf
公衆浴場,よしの湯,526-0067,長浜市港町,長浜市港町２－２８,２－２８,0749-63-2323,滋賀不動産株式会社,H25/05/29,私営・その他,,,長浜,5627926.pdf
公衆浴場,長浜太閤温泉,526-0065,長浜市公園町,長浜市公園町４－２５,４－２５,0749-62-1111,株式会社浜湖月,H28/05/25,私営・ヘルス,,,長浜,5627926.pdf
公衆浴場,酵素温浴 Ｂｉｏｓ ビオス,526-0059,長浜市元浜町,長浜市元浜町１３－１４,１３－１４,0749-53-4126,株式会社湖北ライフスタイル 研究所,R03/03/23,私営・その他,,,長浜,5627926.pdf
公衆浴場,ＲＥＳＯＲＴ×ＳＰＡ ＦｕｔｕｒｅＲＥＳＯＲＴ,526-0824,長浜市名越町,長浜市名越町１０１６－４,１０１６－４,0749-68-1000,株式会社フューチャーリゾー ト,R05/04/14,私営・その他,,,長浜,5627926.pdf
公衆浴場,ＢＡＲＥ ＨＡＵＳ,526-0244,長浜市内保町,長浜市内保町９８８－１,９８８－１,,株式会社つかした建築,R07/02/28,私営・サウナ,,,長浜,5627926.pdf
公衆浴場,ＳＡＵＮＡ ＆ ＳＰＡ ＳＯＬＥＩＬ,526-0834,長浜市大辰巳町,長浜市大辰巳町４９,４９,,株式会社サンミュージック,R07/11/10,私営・ヘルス,,,長浜,5627926.pdf
公衆浴場,フィットイージー長浜店,526-0021,長浜市八幡中山町,長浜市八幡中山町４７３－１,４７３－１,,株式会社ライフ,R08/02/17,私営・サウナ,,,長浜,5627926.pdf
公衆浴場,フィットイージー長浜店 ＡＮＮＥＸ,526-0021,長浜市八幡中山町,長浜市八幡中山町４８０,４８０,,株式会社ライフ,R08/02/17,私営・サウナ,,,長浜,5627926.pdf
公衆浴場,ＯＵＭＩ ＷＡＶＥ,521-0062,米原市宇賀野,米原市宇賀野１３６３－１,１３６３－１,0749-55-3751,株式会社草野組,R08/07/15,私営・サウナ,,,長浜,5627926.pdf
